"date","company name","spend","impressions","likecount","commentcount","repostcount","total engagements","conversion","action","type","posturl","postcontent","profileurl","videourl","sharedposturl","created_at","size","url","number of faces","face emotion","face position","face area percentage %","objects","number of objects","primary object","primary object position","primary object area percentage %","secondary object","secondary object position","secondary object area percentage %","text","text length","dominant colour","cta","logos","logo 1 name","logo 1 position","logo 1 area percentage %","logo 2 name","logo 2 position","logo 2 area percentage %","number of persons","person area %","person area","style","tone","voice","sentiment","text area %","empty space %","topic","language","# faces","# persons","# objects","# text length"
"2023-09-12","schneider-electric","42.03","2561","22","0","0","22","6","Post","Image","https://www.linkedin.com/feed/update/urn:li:activity:7107253981063581696","Join our training expert who will take you through “Digitizing Motor Management”, a part of the TechEdge Learning series for OEMs. Discover our extensive range of VFDs, motor drives, Tesys Island solutions, and more, all meticulously designed for sustainable motor integration in your existing electrical systems and industrial processes. Additionally, you can gain insights into Motor Management Product Portfolio, Product Selection and Innovative Offers, MoMa Digital Architecture, and Smart Connected Prod","https://www.linkedin.com/company/schneider-electric/","","","2023-09-13 10:37:52","800x418","https://rocketium.com/images/cran/prod/assets/2023-09-13-10:29:58664511-1694501386944.jpeg","1","Joy","center-right","1.244019139","Person, Person, Person","3","Person","center-right","16.40590511","Person","bottom-right","1.923080691","OEM|TechEdge|Skill Up With Innovative Technologies|Digitizing Motor Management|15th September 2023 | 4:00 PM - 5:00 PM|Life Is On Schneider|Electric","141","black","","Schneider Electric, Schneider Electric","Schneider Electric","bottom-left","1.162679426","Schneider Electric","bottom-left","4.692284689","3","medium","19.30355298","Modern","Informative","Friendly","Positive","14.1","> 40%","Offerings","English","1","2 to 4","2 to 4","> 60"
"2023-09-06","abb","717.04","29886","650","4","16","670","12","Post","Article","https://www.linkedin.com/feed/update/urn:li:activity:7105083947981647873","We’re delighted to be working with WindESCo towards a more sustainable and resource-efficient future. WindESCos analytics software improves the performance and reliability of wind turbines and our strategic partnership will not only enable us to offer a complete solution to customers but also strengthen our position as a key enabler of a low carbon society.Find out more about our strategic partnership 👇#renewableenergy #sustainability #softwareengineering","https://www.linkedin.com/company/abb/","","https://new.abb.com/news/detail/106906/abb-invests-in-strategic-partnership-with-clean-energy-start-up-to-offer-end-to-end-wind-energy-portfolio","2023-09-13 10:37:52","768x432","https://rocketium.com/images/cran/prod/assets/2023-09-13-10:30:42481234-1694383015520.jpeg","0","","","0","Sculpture, Sculpture, Sculpture, Sculpture, Sculpture","5","Sculpture","center-left","5.77051474","Sculpture","center-right","5.583720016","","0","lightslategray","","","","","0","","","0","0","small","0","NA","NA","NA","NA","0","> 40%","Sustainability","English","0","0","5 or more","N/A"
"2023-09-12","siemens","59.57","6108","364","7","0","371","88","Post","Image","https://www.linkedin.com/feed/update/urn:li:activity:7107298195205955584","🎉 We have reason to celebrate: The new climate-neutral Siemens campus in Zug, Switzerland, is now completed after seven years! Our global Siemens Infrastructure headquarters stands for cutting-edge technology and is a flagship project for #sustainability in construction and operation. The huge financial investment of CHF 250 million highlights the innovative strength of Switzerland as a business and knowledge location.Find all key facts in our press release: https://lnkd.in/ekCwF8kB#SiemensCampusZug is a","https://www.linkedin.com/company/siemens/","","https://www.linkedin.com/feed/update/urn:li:activity:7106977993213755392/","2023-09-13 10:37:52","800x599","https://rocketium.com/images/cran/prod/assets/2023-09-13-10:30:32196332-1694435590879.jpeg","0","","","0","Building, Building, Building, Building, Building, Building, Building, Building, Building, Building","10","Building","bottom-center","7.052621387","Building","bottom-left","5.928401137","-|7|PRIPLI|高级桌面共","12","darkslategray","","","","","0","","","0","0","small","0","NA","NA","NA","NA","0.6","> 40%","Sustainability","English","0","0","5 or more","< 20"
"2023-09-07","schneider-electric","14.11","825","21","0","0","21","6","Post","Video (LinkedIn Source)","https://www.linkedin.com/feed/update/urn:li:activity:7105520169480839168","Prepare to thrive in the New Electric World! Our school will help you understand why #sustainability is a business priority, how to take action as a company, and how to leverage #sustainability know-how to win new business.Register for the #SustainabilitySchool by Schneider Electric: http://spr.ly/6046PI5sO#SchneiderElectric","https://www.linkedin.com/company/schneider-electric/","https://dms.licdn.com/playlist/vid/D4D10AQFy10NWiEbaZg/mp4-720p-30fp-crf28/0/1694088017900?e=1695031200&v=beta&t=UJOyyWdpbJnTE7b9_GFn97T9CzMVGOlaOfgU_eWQFuI","","2023-09-21 5:53:58","100x100","https://rocketium.com/images/cran/prod/assets/2023-09-21-05:43:42535294-1694088009738.plain","0","","","0","","0","","","0","","","0","","0","","","","","","0","","","0","0","","0","NA","NA","NA","NA","0","> 40%","Sustainability","English","0","0","0","N/A"
"2023-09-11","schneider-electric","326.93","30463","54","2","2","58","9","Post","Video (LinkedIn Source)","https://www.linkedin.com/feed/update/urn:li:activity:7106848939663908864","The Marriott Engineering Workshop at the South Asia Engineering Conference 2023 took place from August 30th to September 2nd, 2023, at the Hotel Westin, Goa. Among the distinguished panelists, Bhupesh Arora, Business Head of the Digital Energy Division in the Greater India Zone, shared his valuable insights on the topic of ""Energy Sustainability In Hotels."" We extend our heartfelt gratitude to the organizers of this event and Westin, Goa, for their warm hospitality, which made this conference experience tru","https://www.linkedin.com/company/schneider-electric/","https://dms.licdn.com/playlist/vid/D4D10AQHS3cNhM2STaA/mp4-720p-30fp-crf28/0/1694404824171?e=1695031200&v=beta&t=OqUtl_G4U5feCyUfxJGQ1TxEEMcpMvuTT9Fb13k1Yk8","","2023-09-21 5:53:58","100x100","https://rocketium.com/images/cran/prod/assets/2023-09-21-05:43:30666184-1694404809370.plain","0","","","0","","0","","","0","","","0","","0","","","","","","0","","","0","0","","0","NA","NA","NA","NA","0","> 40%","Sustainability","English","0","0","0","N/A"
"2023-09-01","schneider-electric","57.82","3814","303","2","14","319","9","Post","Video (LinkedIn Source)","https://www.linkedin.com/feed/update/urn:li:activity:7103399724178649088","Discover how we are revolutionizing renewable energy at #REPlus23 through groundbreaking innovations that are electrifying buildings, expediting EV charging, and fortifying buildings from grid strain and climate-related challenges. Register here to get your free ticket http://spr.ly/6040PtfD4.   #CleanEnergy","https://www.linkedin.com/company/schneider-electric/","https://dms.licdn.com/playlist/vid/D4E10AQHN0FQB8xi-OQ/mp4-720p-30fp-crf28/0/1693582459180?e=1695031200&v=beta&t=f0wJNA9wDkNZs3fnKpx-3-iA6GGln_5ys80vs-O7jAY","","2023-09-21 6:15:40","100x100","https://rocketium.com/images/cran/prod/assets/2023-09-21-05:55:34881862-1693582448378.plain","0","","","0","","0","","","0","","","0","","0","","","","","","0","","","0","0","","0","NA","NA","NA","NA","0","> 40%","Sustainability","English","0","0","0","N/A"
"2023-09-07","vertiv","4.66","363","34","0","0","34","1","Post","Image","https://www.linkedin.com/feed/update/urn:li:activity:7105520086878171137","An unforgettable experience at http://ms.spr.ly/60439uytv Field! Vertiv and the Columbus Crew came together to give 70+ children from the Boys and Girls Clubs of Central Ohio a thrilling glimpse into the world of STEM. We're excited to see these budding minds become the tech leaders of tomorrow! http://ms.spr.ly/60449uyta#STEMDay #FutureInSTEM #VertivXCrew","https://www.linkedin.com/company/vertiv/","","","2023-09-21 6:55:24","100x100","https://rocketium.com/images/cran/prod/assets/2023-09-21-06:43:45675631-1694088002515.plain","0","","","0","","0","","","0","","","0","","0","","","","","","0","","","0","0","","0","NA","NA","NA","NA","0","> 40%","Diversity and Inclusion","English","0","0","0","N/A"
"2023-09-07","vertiv","821.92","61918","30","0","4","34","10","Post","Image","https://www.linkedin.com/feed/update/urn:li:activity:7105682423593496576","Join #Vertiv at the Sydney Cloud & Datacenter Convention 2023 on 14 September at the Sydney International Convention Centre.As a Gold Sponsor, we will be showcasing some of our critical infrastructure technologies and rapidly-deployable solutions. Tony Gaunt, our Vice President for Asia Sales, will give a keynote presentation on sustainable #datacentre design considerations. He will also join other industry experts in a panel discussion on how data centres can save the world.Register now: http://ms.spr.ly/6","https://www.linkedin.com/company/vertiv/","","","2023-09-21 6:55:24","100x100","https://rocketium.com/images/cran/prod/assets/2023-09-21-06:43:43321760-1694126703040.plain","0","","","0","","0","","","0","","","0","","0","","","","","","0","","","0","0","","0","NA","NA","NA","NA","0","> 40%","Events","English","0","0","0","N/A"
"2023-09-07","vertiv","1.35","189","4","0","1","5","1","Post","Image","https://www.linkedin.com/feed/update/urn:li:activity:7105361557466791936","Vertiv is coming to Malaysia for #DellTechForum2023. Meet our experts at booth S1 to learn how #Vertiv products and solutions help pave the way for #innovation and progress. Don't forget to register at http://ms.spr.ly/60489ZB0E See you at the event!","https://www.linkedin.com/company/vertiv/","","","2023-09-21 6:55:24","100x100","https://rocketium.com/images/cran/prod/assets/2023-09-21-06:43:47270668-1694050201951.plain","0","","","0","","0","","","0","","","0","","0","","","","","","0","","","0","0","","0","NA","NA","NA","NA","0","> 40%","Events","English","0","0","0","N/A"
"2023-09-06","vertiv","2.66","124","8","0","1","9","1","Post","Article","https://www.linkedin.com/feed/update/urn:li:activity:7105092281178677248","Telecom 📡 #datacenters need a compact yet high-density backup #power that can support and protect critical #5G IT systems, minimize energy consumption, and be rapidly deployed when needed. Check out Vertiv's ultra-efficient power solutions ⚡ that help address the current and future 5G challenges in the #telecom industry. http://ms.spr.ly/60409kL2I","https://www.linkedin.com/company/vertiv/","","http://ms.spr.ly/60409kL2I","2023-09-21 6:55:24","100x100","https://rocketium.com/images/cran/prod/assets/2023-09-21-06:44:16862858-1693986001551.plain","0","","","0","","0","","","0","","","0","","0","","","","","","0","","","0","0","","0","NA","NA","NA","NA","0","> 40%","Offerings","English","0","0","0","N/A"
"2023-09-06","vertiv","6.83","1444","48","0","4","52","2","Post","Image","https://www.linkedin.com/feed/update/urn:li:activity:7105157715131289600","Say goodbye to conventional setups and embrace the future of data centers with Vertiv. Our prefabricated modular solutions bring agility, speed, and reliability to your scaling needs. Get the scoop now! 👉 http://ms.spr.ly/60469Tl5r#DataCenterEvolution #VertivInnovates","https://www.linkedin.com/company/vertiv/","","","2023-09-21 6:55:24","100x100","https://rocketium.com/images/cran/prod/assets/2023-09-21-06:43:46503115-1694001602246.plain","0","","","0","","0","","","0","","","0","","0","","","","","","0","","","0","0","","0","NA","NA","NA","NA","0","> 40%","Offerings","English","0","0","0","N/A"
"2023-09-08","vertiv","22.94","4171","118","0","19","137","3","Post","Image","https://www.linkedin.com/feed/update/urn:li:activity:7105882492716335104","Dive into the Future of Data Center Cooling! 🌀💻 Explore the latest blog post from Vertiv that delves into evolving chilled water cooling methods for slab floor data centers. Discover how innovation shapes how we keep our digital world cool and efficient. Read the full article here: http://ms.spr.ly/60469Tjdm#DataCenterCooling #Innovation #TechInsights","https://www.linkedin.com/company/vertiv/","","","2023-09-21 6:55:24","100x100","https://rocketium.com/images/cran/prod/assets/2023-09-21-06:43:40138758-1694174403094.plain","0","","","0","","0","","","0","","","0","","0","","","","","","0","","","0","0","","0","NA","Informative","Friendly","Positive","0","> 40%","Offerings","English","0","0","0","N/A"
"2023-09-01","rockwell-automation","475.31","28037","49","0","11","60","6","Post","Image","https://www.linkedin.com/feed/update/urn:li:activity:7103425565243699200","Want to improve production, quality and maintenance? Learn how to harness existing data from FactoryTalk Historian. Join us on Thurs. 9/14 for the webinar, “From Data to Action: Building and Deploying Machine Learning   Models”. Register at  https://rok.auto/45UQL9U #manufacturing #industrialanalytics","https://www.linkedin.com/company/rockwell-automation/","","","2023-09-21 7:55:28","800x533","https://rocketium.com/images/cran/prod/assets/2023-09-21-07:44:28093086-1693588447443.jpeg","0","","","0","Laptop, Computer keyboard, Person, Coffee cup","4","Laptop","center","0","Person","bottom-right","0","","0","lightgray","","","","","0","","","0","1","medium","19.50201803","NA","NA","NA","NA","0","> 40%","Digital Transformation","English","0","1","2 to 4","N/A"
"2023-09-04","rockwell-automation","2.27","343","28","0","3","31","1","Post","Video (LinkedIn Source)","https://www.linkedin.com/feed/update/urn:li:activity:7104313020402565120","#AI and #AR – how do these technologies offer a helping hand to workers on the factory floor and enable them to increase their productivity? Shaw Luen Lau, PTC vice president of SEA & ANZ, and Chris Lee 李富春, our regional vice president of software sales in Asia Pacific, tackle this topic and more in this ROKStudios session.📽️ View the full video to learn more: https://rok.auto/47WBTcP","https://www.linkedin.com/company/rockwell-automation/","https://dms.licdn.com/playlist/vid/D5605AQFod_44e70XCQ/mp4-720p-30fp-crf28/0/1693800056406?e=1695031200&v=beta&t=_xiEeyrEd-C9BPgIroO9Efn4DOlrI7Sk6jy8m1CA2gk","","2023-09-21 7:55:28","100x100","https://rocketium.com/images/cran/prod/assets/2023-09-21-07:44:49378056-1693800046917.plain","0","","","0","","0","","","0","","","0","","0","","","","","","0","","","0","0","","0","","","","","0","> 40%","Digital Transformation","English","0","0","0","N/A"
"2023-09-05","rockwell-automation","74.53","4337","134","0","26","160","3","Post","Image","https://www.linkedin.com/feed/update/urn:li:activity:7104926812572438528","Has your aging equipment caused you to miss production deadlines and financial goals? Modern technology helps you achieve business goals with higher throughputs and optimized production. Explore how smart manufacturing can benefit your operations: https://rok.auto/430KFCY #SmartStartsHere #SmartManufacturing #Modernization","https://www.linkedin.com/company/rockwell-automation/","","","2023-09-21 7:55:28","800x800","https://rocketium.com/images/cran/prod/assets/2023-09-21-07:44:11491375-1693946552441.jpeg","2","Joy","center-right","0","Glasses, Person, Person, Shirt, Top, Luggage & bags","6","Person","bottom-right","0","Person","bottom-center","0","SMART|STARTS|HERE|RA Rockwell|Automation|Why modernize?|RISK|REWARD","59","black","","","","","0","","","0","2","large","51.22368415","","","","","5.9","> 40%","Digital Transformation","English","2 to 4","2 to 4","5 or more","> 60"
"2023-09-08","rockwell-automation","11.74","938","72","0","10","82","5","Post","Image","https://www.linkedin.com/feed/update/urn:li:activity:7105962787742388226","Studio 5000 Logix Designer software configuration tasks are traditionally accomplished manually. The tools available in the Logix Designer SDK give the user possibilities and capabilities to transform manual, repetitive tasks into automated workflows, with the use of the software’s API. Learn more here: https://rok.auto/3RljgsW","https://www.linkedin.com/company/rockwell-automation/","","","2023-09-21 7:55:28","800x450","https://rocketium.com/images/cran/prod/assets/2023-09-21-07:43:49892548-1694193368247.jpeg","3","Joy","bottom-left","0","Glasses, Person, Person, Person, Computer keyboard","5","Person","center-right","0","Person","center","0","","0","darkolivegreen","","","","","0","","","0","3","large","102.0404","NA","NA","NA","NA","0","> 40%","Digital Transformation","English","2 to 4","2 to 4","5 or more","N/A"
"2023-09-06","rockwell-automation","1.66","131","4","0","1","5","1","Post","Video (LinkedIn Source)","https://www.linkedin.com/feed/update/urn:li:activity:7105105668109475840","Join us at Smart Manufacturing FMCG Summit 2023 on September 15, for a day of exchanging innovative insights and professional strategies with executives from the F&B and HPC manufacturing sectors. For more info: https://rok.auto/3PhUWqK#F&B #SmartManufactruing #Automation","https://www.linkedin.com/company/rockwell-automation/","https://dms.licdn.com/playlist/vid/D5605AQHBPlvmzaJwXA/mp4-720p-30fp-crf28/0/1693989025561?e=1695031200&v=beta&t=v8hErQ7TzRqazzEGeHtYKuCVf82uW1JnCoajI_hhby8","","2023-09-21 7:55:28","100x100","https://rocketium.com/images/cran/prod/assets/2023-09-21-07:44:41611179-1693989019474.plain","0","","","0","","0","","","0","","","0","","0","","","","","","0","","","0","0","","0","","","","","0","> 40%","Events","English","0","0","0","N/A"
"2023-09-08","rockwell-automation","14.11","2218","112","3","2","117","4","Post","Video (LinkedIn Source)","https://www.linkedin.com/feed/update/urn:li:activity:7105762625392676865","Anthony Wong, our South Pacific regional director, shares why ROKLive is such an essential part of our events calendar each year. Thank you to our sponsors, partners, customers, FIRST Robotics participants and all other attendees who made this edition at Gold Coast such a huge success! We hope you had the chance to not just interact with industry peers but also tinker and learn at our hands-on labs. 📽️ View the full video to hear more from Anthony: https://rok.auto/3Z67Ifb#ROKevents","https://www.linkedin.com/company/rockwell-automation/","https://dms.licdn.com/playlist/vid/D5605AQEGk5RzNynUcg/mp4-720p-30fp-crf28/0/1694145699998?e=1695031200&v=beta&t=_g8eeKsN4WIohFY2O5QOi6vtT2JFtyD_wxsXs_XUUT8","","2023-09-21 7:55:28","100x100","https://rocketium.com/images/cran/prod/assets/2023-09-21-07:44:15035665-1694145674713.plain","0","","","0","","0","","","0","","","0","","0","","","","","","0","","","0","0","","0","","","","","0","> 40%","Events","English","0","0","0","N/A"
"2023-09-05","rockwell-automation","103.82","6973","113","0","17","130","5","Post","Image","https://www.linkedin.com/feed/update/urn:li:activity:7104947335780040704","Is industrial safety on your mind? See which three motor control center safety and design features our product experts say you should look for. https://rok.auto/3Z3pj7B","https://www.linkedin.com/company/rockwell-automation/","","","2023-09-21 7:55:28","800x450","https://rocketium.com/images/cran/prod/assets/2023-09-21-07:44:13453543-1693951445808.jpeg","0","","","0","","0","","","0","","","0","LE|Reduce Your|Workplace|Electrical Hazards|Our Top 3 safety recommendations|for motor control centers|KOKE|ANK|KE|www|MD|DONE|B|Whe|MAD|ME|RA Rockwell|Automation|www|KK-","150","dimgray","","Rockwell Automation","Rockwell Automation","bottom-right","0","","","0","0","","0","Modern","Informative","Professional","Neutral","15","> 40%","Offerings","English","0","0","0","> 60"
"2023-09-06","rockwell-automation","1.29","985","62","0","6","68","16","Post","Video (LinkedIn Source)","https://www.linkedin.com/feed/update/urn:li:activity:7105210193579294720","When an aging control and electrical system was causing downtime for a water district, RH2 Engineering stepped in to help. “We used Studio 5000® programming to look at the whole system and restart pump stations without operator intervention,” Clayton explains. “That led to a decrease in operator overtime and more uptime for the customer.” In fact, within the first 2 years of the control system upgrade, the District’s overtime dropped by as much as 25%. See the full story: rok.auto/csnw","https://www.linkedin.com/company/rockwell-automation/","https://dms.licdn.com/playlist/vid/D5605AQEVBzo4SkfdbQ/mp4-720p-30fp-crf28/0/1694013970067?e=1695031200&v=beta&t=ji0ePj8Gn9SM-CyCwAT1CSZWgJYHP5QCePehYgBVSM4","","2023-09-21 7:55:28","100x100","https://rocketium.com/images/cran/prod/assets/2023-09-21-07:44:19052796-1694013958815.plain","0","","","0","","0","","","0","","","0","","0","","","","","","0","","","0","0","","0","","","","","0","> 40%","Offerings","English","0","0","0","N/A"
"2023-09-06","rockwell-automation","17.34","726","31","2","4","37","1","Post","Image","https://www.linkedin.com/feed/update/urn:li:activity:7105160249556307968","Want to drive operational value with industrial analytics? Learn how you can start with foundational, quick-win use cases while also progressing to advanced, high impact predictive and prescriptive applications. Join us for the webinar on Wed. 9/13, “Transform Industrial Data into Operational Value with FactoryTalk DataMosaix.” Register at https://rok.auto/3Z3twIl #NewProductsROK #datamosaix","https://www.linkedin.com/company/rockwell-automation/","","","2023-09-21 7:55:28","800x533","https://rocketium.com/images/cran/prod/assets/2023-09-21-07:44:08117439-1694002026376.jpeg","1","Joy","center-right","0","Hat, Person, Mobile phone, Outerwear","4","Person","center","0","Hat","top-right","0","","0","darkgray","","","","","0","","","0","1","large","59.61171667","NA","Informative","Friendly","Positive","0","> 40%","Offerings","English","1","1","2 to 4","N/A"
"2023-09-06","rockwell-automation","64.25","4846","217","7","44","268","63","Post","Image","https://www.linkedin.com/feed/update/urn:li:activity:7105276762489593857","Enhance your system with the new OptixPanel Graphic Terminals! Seamlessly compatible with the latest FactoryTalk Software, these terminals offer cloud-based access to vital process data. Discover how you can integrate OptixPanel into your operations today: https://rok.auto/43gSuoh #NewProductsROK","https://www.linkedin.com/company/rockwell-automation/","","","2023-09-21 7:55:28","800x800","https://rocketium.com/images/cran/prod/assets/2023-09-21-07:43:59624274-1694029807455.jpeg","0","","","0","","0","","","0","","","0","#NewProductsROK|Optix|100g 864|Vi|EV201|71001|Love|1 gal|49 gal|EV200|RA","61","firebrick","","","","","0","","","0","0","","0","Modern","Informative","Friendly","Positive","6.1","> 40%","Offerings","English","0","0","0","> 60"
"2023-09-07","rockwell-automation","5.84","1126","18","0","3","21","5","Post","Article","https://www.linkedin.com/feed/update/urn:li:activity:7105593091310440448","NRWA WaterPro Conference 2023 is right around the corner, and we're excited to participate and speak with you. Join us on 9/25 as we co-lead a session with Rockwell Automation expert, Kelvin Hurdle, and Technology Partner, WIN-911, titled ""Advanced Technology Helps Rural Water Utilities Build a More Sustainable Future"".Find more information on this session and the event below. #waterindustry #sustainability #waterproconference","https://www.linkedin.com/company/rockwell-automation/","","https://rok.auto/3R7kLuU","2023-09-21 7:55:28","100x100","https://rocketium.com/images/cran/prod/assets/2023-09-21-07:44:42451864-1694105409387.plain","0","","","0","","0","","","0","","","0","","0","","","","","","0","","","0","0","","0","NA","Informative","Friendly","Positive","0","> 40%","Sustainability","English","0","0","0","N/A"
"2023-08-03","schneider-electric","9.96","2097","164","0","15","179","59","Post","Image","https://www.linkedin.com/feed/update/urn:li:activity:7092736348104667136","Take pride this 76th Independence day with eShop. We bring to you a Tiranga customized AvatarON switch! Display it proudly outside your home & let it ring a patriotic bell! Buy exclusively on eShop TODAY! - http://spr.ly/6043PbryJ..#SchneiderElectric #LifeIsOn","https://www.linkedin.com/company/schneider-electric/","","","2023-09-13 9:50:04","800x800","https://rocketium.com/images/cran/prod/assets/2023-09-12-11:44:25963020-1691040112800.jpeg","0","","","0","Person","1","Person","center","61.18716071","","","0","Freedom in every ring|This Independence day, get a #Tiranga|doorbell and display your pride|Life Is On Schneider|60|Years in India|Partnering for|sustainability|Schneider","161","rosybrown","","Schneider Electric","Schneider Electric","bottom-left","3.90359375","","","0","1","large","61.18716071","Modern","Inspirational","Friendly","Positive","16.1","10% to 20%","Brand","English","0","1","1","> 60"
"2023-08-25","schneider-electric","7.29","3910","275","4","27","306","53","Post","Image","https://www.linkedin.com/feed/update/urn:li:activity:7100820635878109185","The rise of cyber threats makes safeguarding 🔐 critical infrastructure more important than ever. Join us for a webinar in partnership with Fortinet & Claroty, all industry experts and cybersecurity leaders to learn about insights and strategies to protect your assets and take control of your digital transformation journey.Secure your spot here: http://spr.ly/6049PUeqR #OTCybersecurity #LifeIsOn","https://www.linkedin.com/company/schneider-electric/","","","2023-09-13 9:47:34","800x420","https://rocketium.com/images/cran/prod/assets/2023-09-12-11:14:58736299-1692967562468.jpeg","0","","","0","Building","1","Building","center-right","18.15285104","","","0","Innovation Talk|OT security: your secret|weapon in the digital age|29 August, 10:30 am AEST|In partnership with F RTINET & CLAROTY|Life Is On Schneider|Electric","153","darkslategray","","Schneider Electric, Fortinet, Schneider Electric","Schneider Electric","bottom-left","0.8839285714","Fortinet","bottom-center","0.9788690476","0","small","0","NA","Informative","Professional","Positive","15.3","> 40%","Cybersecurity","English","0","0","1","> 60"
"2023-08-11","schneider-electric","85.97","4274","187","1","20","208","10","Post","Video (LinkedIn Source)","https://www.linkedin.com/feed/update/urn:li:activity:7095871937746210818","In an increasingly digital world, having digital skills is not only highly valued but will soon become essential. ✅We offer various opportunities for a digital career - whether that's in data, cybersecurity, AI, marketing, software engineering, app development, architecture, or infrastructure, we're here to help you enhance your current skill set and prepare for the future!Apply today and help us transform bold ideas into reality through digital innovation ➡️ https://lnkd.in/ejy6yJM2#SEGreatPeople  #C","https://www.linkedin.com/company/schneider-electric/","https://dms.licdn.com/playlist/vid/D4D10AQGit-Q8jHIsAQ/mp4-720p-30fp-crf28/0/1691787703811?e=1695031200&v=beta&t=qEYJ2q_OENE4F_A4AhlOg3MHT-qTTGeA4MG0m-OXzY0","","2023-09-13 9:49:06","1280x720","https://rocketium.com/images/cran/prod/assets/2023-09-12-11:28:53239349-1691787666301.jpeg","0","","","0","","0","","","0","","","0","and to reach this purpose together|Schneider|Electric","50","black","","Schneider Electric","Schneider Electric","top-right","0.6065538194","","","0","0","","0","NA","NA","NA","NA","2.5","> 40%","Digital Transformation","English","0","0","0","40 to 60"
"2023-08-09","schneider-electric","22.63","3367","207","0","12","219","36","Post","Image","https://www.linkedin.com/feed/update/urn:li:activity:7094995738396389376","Barbara Frei, Executive Vice President Industrial Automation at Schneider Electric, explains how industries need to embrace a holistic perspective to increase efficiency – relying on the powerful combination of automation, energy utilization, and software to drive productivity and resource and energy efficiency. Learn more http://spr.ly/6007PRvNX","https://www.linkedin.com/company/schneider-electric/","","","2023-09-13 9:49:06","800x420","https://rocketium.com/images/cran/prod/assets/2023-09-12-11:29:34535632-1691578801981.jpeg","1","Joy","center","0.8839285714","Person, Helmet","2","Person","center","15.04869184","Helmet","top-center","2.224300943","Life Is On Schneider|Electric","27","dimgray","","Schneider Electric","Schneider Electric","bottom-left","0.7410714286","","","0","1","medium","15.04869184","NA","NA","NA","NA","1.35","> 40%","Digital Transformation","English","1","1","2 to 4","20 to 40"
"2023-08-26","schneider-electric","0.55","1341","88","5","1","94","19","Post","Poll","https://www.linkedin.com/feed/update/urn:li:activity:7101058204754714626","An employee value proposition (EVP) is a value a company offers to its employees, that can further help select a credible employer of choice. At Schneider Electric, we keep people at the centre of everything we do by having a meaningful purpose, embracing differences and empowering our teams to be at their best. This helps us attract and retain talent across diverse walks of life. Check our latest career opportunities here - http://spr.ly/6046PUjZG#SEGreatPeople","https://www.linkedin.com/company/schneider-electric/","","","2023-09-13 9:46:04","100x100","","0","","","0","","0","","","0","","","0","","0","","","","","","0","","","0","0","","0","","","","","0","> 40%","Employee Branding","English","0","0","0","N/A"
"2023-08-25","schneider-electric","243.26","14315","170","0","2","172","16","Post","Image","https://www.linkedin.com/feed/update/urn:li:activity:7100778859276439552","Ready to dive into a riveting adventure? Join Elif, Business Intelligence Intern at Schneider, as she takes us through her intern journey at Schneider so far. From uncovering the secrets of innovation to making the most of our flexible work policy in the Parisian summer, Elif has fueled her passion to create a greener future (one Eiffel Tower-height idea at a time). 🌱💡Whether you're a tech & innovation enthusiast, a student with big dreams, or just someone ready to change the world for the better – ","https://www.linkedin.com/company/schneider-electric/","","","2023-09-13 9:46:04","800x420","https://rocketium.com/images/cran/prod/assets/2023-09-12-11:00:05432914-1692957601652.jpeg","1","Joy","center-right","3.666964286","Person","1","Person","center-right","14.96839665","","","0","NEW BLOG|Unleashing my Passion for|Innovation in the Heart of Paris:|My Intern Journey so far|Life Is On Schneider|Electric|Authored by|Elif Dinc, Business Intelligence Intern","167","mediumseagreen","","","","","0","","","0","1","medium","14.96839665","","","","","16.7","> 40%","Employee Branding","English","1","1","1","> 60"
"2023-08-30","schneider-electric","1.30","1945","127","0","11","138","36","Post","Video (LinkedIn Source)","https://www.linkedin.com/feed/update/urn:li:activity:7102563012678434816","Watch TUSHAR KHOTPAL share his incredible journey of innovation and growth while working with Schneider Electric's Services Team. Uncover the exciting possibilities that await you in the world of Schneider Electric Services and be a catalyst for a sustainable future. Join us and be a driving force of positive transformation. Join the team -http://spr.ly/6043Ps4HF#GetReal #LoveServices #SchneiderElectricServices #Innovation #Impact #JoinTheTeam #ServicesEB","https://www.linkedin.com/company/schneider-electric/","https://dms.licdn.com/playlist/vid/D4D10AQE51huDG2inLQ/mp4-720p-30fp-crf28/0/1693382974005?e=1695031200&v=beta&t=blz5YMhzC89MkH_pyJt5iEzHXDj379dfrVxDNgkG5_M","","2023-09-13 9:47:34","1280x720","https://rocketium.com/images/cran/prod/assets/2023-09-12-11:13:57660971-1693382954180.jpeg","1","Joy","top-right","2.954101563","Person, Shirt, Top","3","Person","center-right","47.00544515","Shirt","center-right","29.42765652","Join our services team|Make|REAL|Impact|Tushar Khotpal|Manager- Business Development|Life Is On Schneider","98","silver","Join our services team","Schneider Electric, Schneider Electric, Schneider Electric","Schneider Electric","bottom-left","1.051432292","Schneider Electric","bottom-left","0.4951171875","1","large","47.00544515","","","","","9.8","10% to 20%","Employee Branding","English","1","1","2 to 4","> 60"
